+201649191518,+201611223320,1,126,12:30:08,0
+201649191518,+201695959930,1,76,20:56:07,0
+201649191518,+201611223320,1,51,11:30:54,0
+201649191518,http://www.netflix.com,3,7340032,19:04:10,46
+201649191518,+201649177767,1,154,22:13:00,0
+201649191518,http://www.netflix.com,3,10485760,11:08:08,47
+201649191518,http://www.instagram.com,3,6291456,02:24:48,25
+201649191518,http://www.facebook.com,3,7340032,20:46:11,28
+201649191518,+201664565811,2,2,21:54:56,0
+201649191518,http://www.whatsapp.com,3,3145728,11:13:10,23
+201649191518,+201649177767,2,1,22:02:56,0
+201649191518,http://www.netflix.com,3,4194304,21:17:05,44
+201649191518,+201622334408,2,3,09:13:08,0
+201649191518,http://www.twitter.com,3,3145728,15:18:09,30
+201649191518,http://www.linkedin.com,3,9437184,12:47:38,27
+201649191518,+5428192681,1,0,09:54:33,0
+201649191518,+201649154514,1,24,16:28:04,0
+201649191518,http://www.amazon.com,3,2097152,13:40:34,25
+201649191518,http://www.linkedin.com,3,2097152,21:13:40,13
+201649191518,+201654324321,1,10,18:43:55,0
+201649191518,+201687654325,1,35,05:47:06,0
+201649191518,http://www.google.com,3,5242880,20:22:32,18
+201649191518,http://www.facebook.com,3,7340032,04:50:36,31
+201649191518,http://www.amazon.com,3,5242880,15:25:00,38
+201649191518,+201611223320,2,3,13:35:54,0
+201649191518,http://www.twitter.com,3,3145728,14:35:49,28
+201649191518,+2029181574,1,0,16:13:11,0
+201649191518,http://www.amazon.com,3,4194304,17:14:32,20
+201649191518,+201645454532,2,2,18:10:05,0
+201649191518,http://www.twitter.com,3,3145728,20:50:35,15
+201649191518,+201611223320,1,125,12:14:34,0
+201649191518,+201649177767,1,95,19:31:36,0
+201649191518,http://www.facebook.com,3,10485760,02:29:20,15
+201649191518,+201620491910,2,2,21:23:24,0
+201649191518,+201604919109,1,121,10:22:57,0
+201649191518,+201645378903,2,1,11:31:13,0
+201649191518,http://www.netflix.com,3,7340032,13:20:53,14
+201649191518,+201604912015,1,25,21:50:22,0
+201649191518,+201649154514,2,1,16:04:10,0
+201649191518,+201656789028,2,2,21:06:25,0
+201649191518,+1315468115,1,0,13:39:21,0
+201649191518,+201649195501,1,168,21:51:19,0
+201649191518,http://www.youtube.com,3,4194304,12:51:03,36
