+201695959930,+201649195501,1,114,12:30:02,0
+201695959930,http://www.facebook.com,3,6291456,21:28:30,46
+201695959930,http://www.twitter.com,3,8388608,20:35:04,23
+201695959930,+7204050865,1,0,15:01:29,0
+201695959930,http://www.youtube.com,3,10485760,20:09:20,33
+201695959930,http://www.facebook.com,3,3145728,17:39:14,30
+201695959930,+201622334408,1,70,21:37:26,0
+201695959930,http://www.youtube.com,3,7340032,20:26:40,44
+201695959930,+201649191518,1,22,07:35:17,0
+201695959930,+3441031919,1,0,08:04:06,0
+201695959930,http://www.amazon.com,3,7340032,22:10:01,18
+201695959930,http://www.facebook.com,3,5242880,20:41:34,31
+201695959930,http://www.google.com,3,5242880,17:06:08,28
+201695959930,+201612789009,2,1,15:49:45,0
+201695959930,http://www.linkedin.com,3,4194304,11:57:31,35
+201695959930,http://www.whatsapp.com,3,7340032,10:16:46,11
+201695959930,+201667809035,2,3,18:59:36,0
+201695959930,http://www.facebook.com,3,3145728,15:52:16,18
+201695959930,http://www.whatsapp.com,3,10485760,09:46:10,15
+201695959930,+8421517731,1,0,11:49:57,0
+201695959930,http://www.facebook.com,3,1048576,08:36:12,28
+201695959930,+201649191518,2,1,14:12:26,0
+201695959930,+201612789009,1,13,17:46:34,0
+201695959930,+7668798499,1,0,10:05:53,0
+201695959930,+201667809035,2,3,13:27:10,0
+201695959930,http://www.linkedin.com,3,6291456,10:20:58,43
+201695959930,http://www.youtube.com,3,8388608,20:08:39,14
+201695959930,+201649177767,2,3,13:04:47,0
+201695959930,+201611223320,2,2,20:40:00,0
+201695959930,http://www.amazon.com,3,4194304,05:18:50,10
+201695959930,+201611111113,1,137,21:05:17,0
+201695959930,+201649177767,1,137,13:34:01,0
+201695959930,http://www.linkedin.com,3,3145728,09:50:41,26
+201695959930,+201620491910,2,3,20:04:01,0
+201695959930,+201611223320,2,2,11:04:26,0
+201695959930,+201649191518,1,165,13:44:39,0
+201695959930,http://www.google.com,3,1048576,11:48:42,8
+201695959930,+201654324321,1,24,11:46:18,0
+201695959930,+201612121212,1,36,08:20:40,0
+201695959930,http://www.ebay.com,3,4194304,20:50:23,21
+201695959930,+201654324321,1,64,11:00:47,0
+201695959930,+1528283941,1,0,06:32:14,0
+201695959930,+201612121212,1,122,14:07:47,0
+201695959930,http://www.google.com,3,7340032,18:47:10,7
+201695959930,+201645454532,1,139,20:49:49,0
+201695959930,http://www.instagram.com,3,4194304,10:56:22,47
+201695959930,+201664565811,1,121,17:23:01,0
+201695959930,+3847669817,1,0,10:52:58,0
+201695959930,+201687654325,2,1,12:02:36,0
+201695959930,http://www.google.com,3,3145728,16:28:12,35
+201695959930,http://www.amazon.com,3,10485760,08:51:50,25
+201695959930,+201645454532,2,2,14:11:00,0
+201695959930,http://www.amazon.com,3,5242880,04:43:43,38
+201695959930,+201654324321,1,30,16:03:23,0
+201695959930,+201604919109,2,1,08:06:41,0
+201695959930,http://www.twitter.com,3,7340032,03:03:43,33
+201695959930,+201664565811,1,53,15:09:28,0
+201695959930,http://www.google.com,3,1048576,10:32:48,17
+201695959930,+201611111113,1,145,00:15:10,0
+201695959930,http://www.instagram.com,3,7340032,21:41:11,5
+201695959930,http://www.twitter.com,3,10485760,08:55:27,37
+201695959930,+201612789009,1,74,17:23:07,0
+201695959930,+201649191518,1,69,11:11:40,0
+201695959930,+201667809035,2,1,15:50:46,0
+201695959930,+201611223320,2,1,08:09:13,0
+201695959930,+201645378903,1,21,21:08:51,0
+201695959930,+201649195501,2,2,16:24:48,0
+201695959930,+201649154514,1,147,22:36:37,0
+201695959930,+5518620115,1,0,18:28:12,0
+201695959930,+201654324321,2,2,20:54:22,0
+201695959930,+5183993838,1,0,13:17:14,0
+201695959930,http://www.ebay.com,3,8388608,22:21:33,5
+201695959930,http://www.ebay.com,3,5242880,08:16:11,36
+201695959930,+201604919109,1,85,11:12:56,0
+201695959930,http://www.google.com,3,6291456,11:25:38,33
+201695959930,+201654324321,1,75,17:35:20,0
+201695959930,+201622334408,1,44,16:58:37,0
+201695959930,+201664565811,1,19,17:34:52,0
+201695959930,+201656789028,2,2,08:36:26,0
+201695959930,http://www.youtube.com,3,9437184,17:00:13,48
+201695959930,+201611223320,2,3,09:27:38,0
+201695959930,+6923099377,1,0,16:20:40,0
+201695959930,http://www.youtube.com,3,6291456,18:48:52,42
+201695959930,+201654324321,1,131,21:30:35,0
+201695959930,http://www.netflix.com,3,2097152,12:35:36,34
+201695959930,http://www.ebay.com,3,8388608,21:51:52,42
+201695959930,+3384776580,1,0,17:16:02,0
+201695959930,http://www.whatsapp.com,3,8388608,20:05:40,25
+201695959930,+1159027502,1,0,18:34:16,0
+201695959930,http://www.netflix.com,3,2097152,21:34:03,39
+201695959930,+201649195501,1,117,14:51:53,0
+201695959930,+201611223320,1,178,10:59:20,0
+201695959930,http://www.twitter.com,3,3145728,18:19:20,6
+201695959930,http://www.amazon.com,3,4194304,12:17:10,10
+201695959930,http://www.google.com,3,8388608,17:32:34,8
+201695959930,+201611223320,1,149,11:57:52,0
+201695959930,+201667809035,2,1,13:29:08,0
+201695959930,+201604912015,1,164,16:51:55,0
+201695959930,http://www.google.com,3,7340032,08:40:18,31
+201695959930,http://www.amazon.com,3,8388608,19:18:48,45
+201695959930,+201620491910,2,2,18:14:06,0
+201695959930,http://www.ebay.com,3,3145728,08:39:48,13
+201695959930,http://www.netflix.com,3,5242880,18:37:43,6
+201695959930,http://www.youtube.com,3,8388608,21:24:44,20
+201695959930,+201649177767,1,166,10:24:40,0
+201695959930,http://www.facebook.com,3,4194304,13:12:35,21
+201695959930,http://www.netflix.com,3,9437184,09:41:39,7
+201695959930,+201604919109,1,44,08:37:05,0
+201695959930,+201604919109,2,3,14:30:45,0
+201695959930,http://www.youtube.com,3,8388608,13:45:19,22
+201695959930,http://www.youtube.com,3,10485760,08:43:00,26
+201695959930,+5578608285,1,0,13:51:44,0
+201695959930,+201649177767,1,92,16:05:36,0
+201695959930,http://www.amazon.com,3,7340032,10:46:46,24
+201695959930,http://www.linkedin.com,3,8388608,18:02:02,13
+201695959930,http://www.instagram.com,3,10485760,22:07:11,44
+201695959930,+7253700191,1,0,18:19:05,0
+201695959930,+201645378903,2,2,19:12:18,0
+201695959930,http://www.netflix.com,3,6291456,09:45:49,15
+201695959930,http://www.whatsapp.com,3,7340032,10:05:53,39
+201695959930,+201654324321,2,2,20:08:34,0
+201695959930,http://www.youtube.com,3,3145728,17:58:13,16
+201695959930,+201654324321,1,135,13:15:43,0
+201695959930,+201620491910,2,3,22:10:41,0
+201695959930,+201604912015,2,2,21:06:03,0
+201695959930,+201654324321,2,2,11:19:34,0
+201695959930,+201649177767,1,131,16:27:34,0
+201695959930,+201620491910,1,88,15:48:10,0
+201695959930,+201687654325,1,55,23:34:28,0
+201695959930,+201612789009,2,1,23:15:05,0
+201695959930,http://www.ebay.com,3,1048576,12:27:43,31
+201695959930,http://www.twitter.com,3,10485760,16:48:30,45
+201695959930,+7627000238,1,0,18:04:39,0
+201695959930,http://www.google.com,3,10485760,21:06:28,20
+201695959930,http://www.ebay.com,3,2097152,16:44:38,21
+201695959930,+201664565811,2,2,16:53:14,0
+201695959930,+201604919109,1,83,09:19:03,0
+201695959930,+201649177767,1,58,11:05:24,0
+201695959930,+201612121212,2,1,12:19:49,0
+201695959930,+201649177767,2,1,10:42:05,0
+201695959930,+201620491910,1,84,11:30:25,0
+201695959930,http://www.amazon.com,3,3145728,17:48:45,21
+201695959930,+201664565811,1,161,12:13:16,0
+201695959930,+201611111113,2,1,16:56:54,0
+201695959930,+1944629912,1,0,21:36:57,0
+201695959930,http://www.google.com,3,2097152,13:48:11,40
+201695959930,http://www.twitter.com,3,9437184,19:45:41,8
+201695959930,+201604912015,1,64,17:05:59,0
+201695959930,+201649195501,1,147,13:31:41,0
+201695959930,http://www.ebay.com,3,10485760,10:36:47,41
+201695959930,+201667809035,1,157,18:55:37,0
+201695959930,+201645378903,1,64,14:06:30,0
+201695959930,+201620491910,2,3,10:57:40,0
+201695959930,+201611223320,2,3,16:38:11,0
+201695959930,+201656789028,1,178,21:56:27,0
+201695959930,+5257376200,1,0,22:48:13,0
+201695959930,+8234415961,1,0,00:03:21,0
+201695959930,http://www.google.com,3,1048576,10:55:54,38
+201695959930,http://www.twitter.com,3,2097152,23:47:38,45
+201695959930,+201612121212,1,121,19:27:54,0
+201695959930,+201612789009,2,3,22:54:07,0
+201695959930,+201645378903,2,1,17:49:45,0
+201695959930,http://www.youtube.com,3,8388608,10:43:48,15
+201695959930,+201620491910,1,78,11:37:42,0
+201695959930,+5023846388,1,0,07:15:51,0
+201695959930,http://www.facebook.com,3,8388608,10:49:04,22
+201695959930,http://www.ebay.com,3,9437184,16:58:12,45
+201695959930,http://www.instagram.com,3,10485760,22:49:39,6
+201695959930,+4478852927,1,0,19:15:26,0
