+201604919109,+6236872380,1,0,13:32:51,0
+201604919109,http://www.instagram.com,3,3145728,09:40:06,45
+201604919109,+3693863937,1,0,12:04:39,0
+201604919109,http://www.netflix.com,3,9437184,13:01:31,9
+201604919109,+201612121212,1,168,17:07:58,0
+201604919109,http://www.netflix.com,3,10485760,14:12:03,49
+201604919109,+201649191518,1,171,14:35:14,0
+201604919109,+201620491910,2,3,21:01:38,0
+201604919109,http://www.facebook.com,3,5242880,14:51:20,16
+201604919109,+201645454532,2,1,14:59:44,0
+201604919109,+201620491910,2,2,14:35:56,0
+201604919109,http://www.linkedin.com,3,8388608,22:58:06,31
+201604919109,+201645454532,2,2,08:36:20,0
+201604919109,http://www.google.com,3,1048576,10:32:44,32
+201604919109,+201620491910,1,142,02:39:05,0
+201604919109,+201622334408,2,1,11:58:15,0
+201604919109,+201611111166,1,31,08:00:56,0
+201604919109,+3623350330,1,0,15:46:33,0
+201604919109,+201687654325,2,1,09:55:53,0
+201604919109,+7987137561,1,0,20:41:01,0
+201604919109,http://www.google.com,3,1048576,11:52:31,33
+201604919109,+201612121212,2,1,08:03:41,0
+201604919109,http://www.whatsapp.com,3,1048576,20:14:00,17
+201604919109,+201611111113,2,3,12:00:54,0
+201604919109,http://www.twitter.com,3,10485760,13:20:39,10
+201604919109,http://www.whatsapp.com,3,8388608,18:56:03,25
+201604919109,+201649177767,1,173,10:08:53,0
+201604919109,http://www.facebook.com,3,7340032,12:14:11,27
+201604919109,http://www.twitter.com,3,3145728,15:31:12,11
+201604919109,+201612121212,2,1,11:44:42,0
+201604919109,+201656789028,1,85,13:12:42,0
+201604919109,+201687654325,1,174,10:58:19,0
+201604919109,+201620491910,2,2,14:42:57,0
+201604919109,+201612789009,1,10,17:30:28,0
+201604919109,+4159771287,1,0,14:33:09,0
+201604919109,http://www.google.com,3,4194304,15:12:02,10
+201604919109,+201649195501,2,1,12:36:09,0
+201604919109,+201649154514,2,2,21:54:14,0
+201604919109,+201656789028,1,53,12:39:36,0
+201604919109,+201667809035,2,2,22:19:14,0
+201604919109,+6448326043,1,0,17:51:06,0
+201604919109,http://www.amazon.com,3,6291456,06:20:51,14
+201604919109,+201604912015,2,2,14:01:15,0
+201604919109,http://www.twitter.com,3,4194304,07:35:04,45
+201604919109,+201664565811,2,3,18:22:19,0
+201604919109,+201656789028,2,3,11:17:12,0
+201604919109,+4065876581,1,0,16:40:26,0
+201604919109,+201604912015,2,3,20:29:11,0
+201604919109,http://www.twitter.com,3,1048576,19:51:05,23
+201604919109,+201664565811,2,2,16:36:15,0
+201604919109,+201687654325,1,106,10:43:20,0
+201604919109,+3142745804,1,0,21:09:02,0
+201604919109,+201649154514,1,139,17:46:40,0
+201604919109,+7659316260,1,0,16:23:38,0
+201604919109,+201654324321,1,134,08:25:24,0
+201604919109,+201611111166,1,165,21:41:05,0
+201604919109,http://www.twitter.com,3,7340032,18:33:08,24
+201604919109,+201649177767,1,10,15:14:17,0
+201604919109,+1406072470,1,0,09:45:19,0
+201604919109,http://www.netflix.com,3,8388608,17:06:00,29
+201604919109,http://www.ebay.com,3,3145728,22:52:15,12
+201604919109,+201664565811,2,3,22:08:32,0
+201604919109,http://www.netflix.com,3,1048576,11:55:17,15
+201604919109,http://www.facebook.com,3,4194304,14:23:30,37
+201604919109,http://www.amazon.com,3,10485760,12:17:44,28
+201604919109,http://www.netflix.com,3,6291456,17:10:21,45
+201604919109,+4237505088,1,0,14:08:40,0
+201604919109,+201611223320,1,89,08:34:08,0
+201604919109,http://www.youtube.com,3,6291456,06:24:25,20
+201604919109,http://www.netflix.com,3,1048576,17:01:20,16
+201604919109,+201667809035,1,40,08:32:52,0
