+201656789028,http://www.google.com,3,9437184,22:56:40,46
+201656789028,+6824408067,1,0,12:48:11,0
+201656789028,http://www.facebook.com,3,9437184,20:46:07,41
+201656789028,+201687654325,1,69,19:41:41,0
+201656789028,http://www.instagram.com,3,9437184,00:12:09,15
+201656789028,+201611223320,2,1,11:00:39,0
+201656789028,+201604919109,1,81,15:48:23,0
+201656789028,+201695959930,1,148,20:10:36,0
+201656789028,+201620491910,1,62,21:05:41,0
+201656789028,+201611111113,1,150,14:06:33,0
+201656789028,http://www.instagram.com,3,2097152,20:47:52,32
+201656789028,+201611111166,1,147,19:38:12,0
+201656789028,http://www.ebay.com,3,9437184,19:36:53,47
+201656789028,http://www.amazon.com,3,1048576,11:09:33,5
+201656789028,+201612121212,1,170,15:28:04,0
+201656789028,+201604912015,1,23,10:05:18,0
+201656789028,+201604919109,1,95,11:33:04,0
+201656789028,+201645378903,2,2,22:52:53,0
+201656789028,+201649177767,2,1,10:44:54,0
+201656789028,+201649195501,2,1,19:02:40,0
+201656789028,http://www.ebay.com,3,2097152,19:25:42,48
+201656789028,+201645454532,2,3,02:30:33,0
+201656789028,http://www.twitter.com,3,8388608,12:54:17,30
+201656789028,http://www.netflix.com,3,6291456,17:15:21,8
+201656789028,+201649154514,1,157,10:53:25,0
+201656789028,+2443956138,1,0,00:34:45,0
+201656789028,+201649191518,2,2,08:16:39,0
+201656789028,http://www.linkedin.com,3,10485760,12:01:24,49
+201656789028,+201645454532,2,3,21:24:15,0
+201656789028,+201611223320,2,1,21:08:41,0
+201656789028,http://www.amazon.com,3,10485760,11:01:13,34
+201656789028,http://www.twitter.com,3,7340032,15:08:32,48
+201656789028,http://www.linkedin.com,3,9437184,20:25:04,27
+201656789028,+201649191518,1,81,22:06:52,0
+201656789028,+201612789009,1,36,09:33:05,0
+201656789028,http://www.ebay.com,3,4194304,19:31:57,44
+201656789028,+201612789009,1,71,15:39:30,0
+201656789028,http://www.amazon.com,3,4194304,08:16:10,25
+201656789028,http://www.google.com,3,2097152,12:54:01,22
+201656789028,+9747098759,1,0,19:42:30,0
+201656789028,http://www.facebook.com,3,9437184,13:51:33,33
+201656789028,+201649195501,2,3,10:39:01,0
+201656789028,+201649154514,2,1,20:36:09,0
+201656789028,http://www.twitter.com,3,1048576,15:58:28,9
+201656789028,http://www.linkedin.com,3,5242880,21:07:26,15
+201656789028,+201612121212,2,1,17:49:36,0
+201656789028,+201695959930,1,120,11:39:31,0
+201656789028,http://www.youtube.com,3,9437184,09:11:43,32
+201656789028,+201687654325,1,25,14:41:53,0
+201656789028,+4405283780,1,0,16:47:21,0
+201656789028,http://www.instagram.com,3,6291456,10:26:40,49
+201656789028,http://www.google.com,3,3145728,03:41:50,39
+201656789028,+201654324321,2,2,19:13:09,0
+201656789028,+201604912015,1,30,20:55:15,0
+201656789028,+201611223320,1,23,19:28:19,0
+201656789028,+201649154514,2,3,19:24:53,0
+201656789028,+201687654325,2,1,22:44:45,0
+201656789028,+6042159607,1,0,10:15:10,0
+201656789028,+201612121212,1,46,13:59:08,0
+201656789028,http://www.ebay.com,3,8388608,07:38:32,32
+201656789028,http://www.ebay.com,3,2097152,14:11:15,9
+201656789028,http://www.ebay.com,3,6291456,16:15:36,43
+201656789028,http://www.google.com,3,8388608,16:51:33,12
+201656789028,http://www.ebay.com,3,4194304,12:10:26,40
+201656789028,+201687654325,1,121,15:30:58,0
+201656789028,+201645378903,1,63,19:21:58,0
+201656789028,http://www.whatsapp.com,3,7340032,12:22:47,11
+201656789028,http://www.ebay.com,3,10485760,08:37:07,39
+201656789028,+201622334408,2,2,12:25:20,0
